geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
EDSM CS2 12/28/2016	38.30132	38.30132	-121.65452	-121.65452
EDSM PP2 12/19/2016	38.0542	38.0542	-121.52609	-121.52609
EDSM PP4 12/19/2016	38.05518	38.05518	-121.52328	-121.52328
EDSM RV1 12/28/2016	38.10355	38.10355	-121.72474	-121.72474
EDSM SJT3 12/19/2016	38.0822	38.0822	-121.67816	-121.67816
EDSM SBM4 12/20/2016	38.10311	38.10311	-122.03455	-122.03455
EDSM HB2 12/20/2016	38.05936	38.05936	-121.96963	-121.96963
EDSM SBM7 12/28/2016	38.06021	38.06021	-121.99522	-121.99522
EDSM SBM2 12/20/2016	38.06766	38.06766	-122.0295	-122.0295
EDSM LSR1 12/20/2016	38.0721	38.0721	-121.77601	-121.77601
EDSM SJT7 12/28/2016	38.09624	38.09624	-121.62658	-121.62658
EDSM SJT4 12/20/2016	38.10303	38.10303	-121.61872	-121.61872
EDSM PP5 12/20/2016	38.10496	38.10496	-121.59953	-121.59953
EDSM SJT9 12/28/2016	38.10137	38.10137	-121.61485	-121.61485
EDSM PP3 12/20/2016	38.07724	38.07724	-121.57297	-121.57297
EDSM SJT5 12/20/2016	38.06152	38.06152	-121.6808	-121.6808
EDSM LSR4 12/30/2016	38.07215	38.07215	-121.84611	-121.84611
EDSM RV2 12/30/2016	38.14945	38.14945	-121.68527	-121.68527
EDSM PP9 12/28/2016	38.09788	38.09788	-121.57612	-121.57612
EDSM CS1 12/21/2016	38.25257	38.25257	-121.68798	-121.68798
EDSM CS3 12/30/2016	38.24582	38.24582	-121.65894	-121.65894
EDSM LSJ8 12/21/2016	38.0231865	38.0231865	-121.7013977	-121.7013977
EDSM PP12 12/30/2016	38.101821	38.101821	-121.59514	-121.59514
EDSM PP16 12/30/2016	38.09640325	38.09640325	-121.593008	-121.593008
EDSM PP14 12/30/2016	38.0934	38.0934	-121.57646	-121.57646
EDSM LSR2 12/21/2016	38.06625	38.06625	-121.81985	-121.81985
EDSM SBM8 12/29/2016	38.12731	38.12731	-122.05972	-122.05972
EDSM SJT11 12/30/2016	38.08873	38.08873	-121.68137	-121.68137
EDSM HB5 1/3/2017	38.04771	38.04771	-121.9304	-121.9304
EDSM LSR3 12/21/2016	38.06703	38.06703	-121.86467	-121.86467
EDSM HB4 1/3/2017	38.07453	38.07453	-121.95911	-121.95911
EDSM PP6 12/22/2016	38.06679	38.06679	-121.55639	-121.55639
EDSM RV3 1/3/2017	38.08965	38.08965	-121.73767	-121.73767
EDSM PP8 12/22/2016	38.0681	38.0681	-121.5343	-121.5343
EDSM LSJ11 12/22/2016	38.03991	38.03991	-121.7132	-121.7132
EDSM LSJ10 12/22/2016	38.04831	38.04831	-121.84615	-121.84615
EDSM SJT12 1/3/2017	38.09363	38.09363	-121.63103	-121.63103
EDSM SBM6 12/22/2016	38.077	38.077	-122.03175	-122.03175
EDSM SBM7 12/22/2016	38.06204	38.06204	-121.9951	-121.9951
EDSM SJT13 1/3/2017	38.08741	38.08741	-121.63255	-121.63255
EDSM SJT14 1/3/2017	38.09718	38.09718	-121.66773	-121.66773
EDSM SM1 12/29/2016	38.17647	38.17647	-122.01128	-122.01128
EDSM SBM9 12/29/2016	38.0563	38.0563	-121.991	-121.991
EDSM LSR5 12/29/2016	38.04626593	38.04626593	-121.8702273	-121.8702273
EDSM PP10 12/29/2016	38.05959	38.05959	-121.5321	-121.5321
EDSM PP13 12/29/2016	38.07159	38.07159	-121.55574	-121.55574
EDSM SJT10 12/29/2016	38.05425	38.05425	-121.69269	-121.69269
EDSM CS5 1/4/2017	38.27894929	38.27894929	-121.6693212	-121.6693212
EDSM CS6 1/4/2017	38.31994329	38.31994329	-121.6869735	-121.6869735
EDSM RV4 1/4/2017	38.17829487	38.17829487	-121.6633474	-121.6633474
EDSM SM2 1/4/2017	38.1073	38.1073	-121.88922	-121.88922
EDSM PP17 1/4/2017	38.08878	38.08878	-121.57607	-121.57607
EDSM PP21 1/4/2017	38.0934	38.0934	-121.57211	-121.57211
EDSM PP18 1/4/2017	38.04812	38.04812	-121.52259	-121.52259
EDSM PP27 1/4/2017	38.05104	38.05104	-121.53454	-121.53454
EDSM SM3 1/5/2017	38.18003	38.18003	-121.99854	-121.99854
EDSM SBM14 1/5/2017	38.11321	38.11321	-122.05895	-122.05895
EDSM SJT16 1/5/2017	38.10373	38.10373	-121.6009	-121.6009
EDSM SJT15 1/5/2017	38.06699	38.06699	-121.67775	-121.67775
EDSM SJT18 1/5/2017	38.09475	38.09475	-121.64901	-121.64901
EDSM SJT17 1/5/2017	38.09926	38.09926	-121.63011	-121.63011
EDSM PP19 1/5/2017	38.07414	38.07414	-121.56983	-121.56983
EDSM PP20 1/6/2017	38.04541	38.04541	-121.49917	-121.49917
EDSM PP22 1/6/2017	38.09718	38.09718	-121.5815	-121.5815
EDSM SJT19 1/6/2017	38.08873	38.08873	-121.6527	-121.6527
EDSM LSJ13 1/6/2017	38.02771	38.02771	-121.81096	-121.81096
EDSM HB6 1/6/2017	38.04152	38.04152	-121.90814	-121.90814
EDSM SBM15 1/6/2017	38.09004	38.09004	-122.05569	-122.05569
EDSM SJT20 1/9/2017	38.05993	38.05993	-121.67608	-121.67608
EDSM PP23 1/9/2017	38.08497	38.08497	-121.57075	-121.57075
EDSM PP25 1/9/2017	38.07389	38.07389	-121.56192	-121.56192
EDSM HC51 1/9/2017	38.01464	38.01464	-121.56896	-121.56896
EDSM FT53 1/9/2017	38.02697	38.02697	-121.60627	-121.60627
EDSM PP24 1/11/2017	38.06146	38.06146	-121.55115	-121.55115
EDSM PP26 1/11/2017	38.05872	38.05872	-121.55053	-121.55053
EDSM FT52 1/11/2017	38.05754	38.05754	-121.658	-121.658
EDSM FT54 1/11/2017	38.05004	38.05004	-121.63067	-121.63067
EDSM OR51 1/11/2017	37.93863	37.93863	-121.55677	-121.55677
EDSM MR52 1/11/2017	37.96254	37.96254	-121.53458	-121.53458
EDSM MI55 1/11/2017	37.97459	37.97459	-121.52224	-121.52224
EDSM SJT21 1/12/2017	38.06396	38.06396	-121.68171	-121.68171
EDSM SJT22 1/12/2017	38.09096	38.09096	-121.65498	-121.65498
EDSM PP28 1/12/2017	38.10247	38.10247	-121.59103	-121.59103
EDSM MI54 1/12/2017	37.98731	37.98731	-121.51273	-121.51273
EDSM OR52 1/12/2017	37.89458	37.89458	-121.56652	-121.56652
EDSM SSC1 1/17/2017	38.47102	38.47102	-121.58445	-121.58445
EDSM SSC51 1/17/2017	38.46245	38.46245	-121.58868	-121.58868
EDSM SJT51 1/17/2017	38.096	38.096	-121.63327	-121.63327
EDSM SJT52 1/17/2017	38.09435	38.09435	-121.65022	-121.65022
EDSM PP51 1/17/2017	38.09731	38.09731	-121.59384	-121.59384
EDSM PP52 1/18/2017	38.05443	38.05443	-121.52403	-121.52403
EDSM PP54 1/18/2017	38.05969	38.05969	-121.5287	-121.5287
EDSM PP53 1/18/2017	38.08798	38.08798	-121.57676	-121.57676
EDSM LSJ59 1/18/2017	38.0245	38.0245	-121.69092	-121.69092
EDSM LSR52 1/18/2017	38.03265	38.03265	-121.7686	-121.7686
EDSM LSR53 1/18/2017	38.06288	38.06288	-121.84386	-121.84386
EDSM LSR51 1/19/2017	38.06174	38.06174	-121.78541	-121.78541
EDSM LSR54 1/19/2017	38.07728	38.07728	-121.75689	-121.75689
EDSM SBM51 1/19/2017	38.05608	38.05608	-122.00518	-122.00518
EDSM SBM52 1/19/2017	38.06839	38.06839	-121.98632	-121.98632
EDSM SJT53 1/19/2017	38.09818	38.09818	-121.61855	-121.61855
EDSM SJT55 1/19/2017	38.10221	38.10221	-121.60666	-121.60666
EDSM SJT54 1/19/2017	38.07611	38.07611	-121.68117	-121.68117
EDSM SJT56 1/19/2017	38.09399	38.09399	-121.67629	-121.67629
EDSM PP55 1/23/2017	38.06243	38.06243	-121.54255	-121.54255
EDSM PP57 1/23/2017	38.07265	38.07265	-121.55985	-121.55985
EDSM CS51 1/23/2017	38.27993	38.27993	-121.71291	-121.71291
EDSM LSJ60 1/23/2017	38.02098	38.02098	-121.78209	-121.78209
EDSM HB51 1/23/2017	38.04247	38.04247	-121.89689	-121.89689
EDSM SBM53 1/24/2017	38.08296	38.08296	-121.9944	-121.9944
EDSM HB52 1/24/2017	38.04789	38.04789	-121.93053	-121.93053
EDSM RV51 1/24/2017	38.12889	38.12889	-121.69178	-121.69178
EDSM SJT57 1/24/2017	38.06312	38.06312	-121.68275	-121.68275
EDSM SJT59 1/24/2017	38.07018	38.07018	-121.67966	-121.67966
EDSM PP56 1/24/2017	38.10184	38.10184	-121.59496	-121.59496
EDSM PP61 1/24/2017	38.09161	38.09161	-121.57313	-121.57313
EDSM SBM54 1/25/2017	38.07062	38.07062	-122.01982	-122.01982
EDSM SBM55 1/25/2017	38.0831	38.0831	-122.05571	-122.05571
EDSM CS52 1/25/2017	38.36714	38.36714	-121.63303	-121.63303
EDSM SJT58 1/25/2017	38.08107	38.08107	-121.6804	-121.6804
EDSM PP59 1/25/2017	38.08524	38.08524	-121.56867	-121.56867
EDSM PP58 1/25/2017	38.04588	38.04588	-121.504	-121.504
EDSM SBM56 1/26/2017	38.05964	38.05964	-121.98196	-121.98196
EDSM SM51 1/26/2017	38.18128	38.18128	-121.92236	-121.92236
EDSM CS53 1/26/2017	38.23549	38.23549	-121.67393	-121.67393
EDSM PP60 1/26/2017	38.04783	38.04783	-121.53377	-121.53377
EDSM PP66 1/26/2017	38.04882	38.04882	-121.49631	-121.49631
EDSM PP65 1/26/2017	38.06646	38.06646	-121.55236	-121.55236
EDSM MKR51 1/30/2017	38.12094	38.12094	-121.52876	-121.52876
EDSM PP62 1/30/2017	38.10405	38.10405	-121.58681	-121.58681
EDSM PP64 1/30/2017	38.09984	38.09984	-121.58316	-121.58316
EDSM PP67 1/30/2017	38.08324	38.08324	-121.57191	-121.57191
EDSM RV52 1/30/2017	38.10107	38.10107	-121.70854	-121.70854
EDSM LSJ61 1/30/2017	38.01962	38.01962	-121.79467	-121.79467
EDSM SJT60 1/30/2017	38.09452	38.09452	-121.66333	-121.66333
EDSM MKR52 1/30/2017	38.08247	38.08247	-121.50185	-121.50185
EDSM LSR55 1/30/2017	38.04645	38.04645	-121.86624	-121.86624
EDSM SBM57 1/30/2017	38.10819	38.10819	-122.05025	-122.05025
EDSM SRR51 1/31/2017	38.13438	38.13438	-121.59229	-121.59229
EDSM SJT63 1/31/2017	38.08979	38.08979	-121.63112	-121.63112
EDSM SJT61 1/31/2017	38.05596	38.05596	-121.68775	-121.68775
EDSM CS55 2/1/2017	38.29202	38.29202	-121.63223	-121.63223
EDSM PP63 1/31/2017	38.06527	38.06527	-121.5584	-121.5584
EDSM SJS51 2/1/2017	37.99394	37.99394	-121.4381	-121.4381
EDSM CS54 2/1/2017	38.21957	38.21957	-121.6728	-121.6728
EDSM LNR51 2/1/2017	38.13297	38.13297	-122.28275	-122.28275
EDSM MI52 2/1/2017	38.03468	38.03468	-121.52536	-121.52536
EDSM CQS51 2/1/2017	38.06526	38.06526	-122.25787	-122.25787
EDSM SBW52 2/2/2017	38.08519	38.08519	-122.083	-122.083
EDSM SBW51 2/2/2017	38.07208	38.07208	-122.09504	-122.09504
EDSM HB53 2/2/2017	38.05679	38.05679	-121.94561	-121.94561
EDSM CQS52 2/2/2017	38.05033	38.05033	-122.17234	-122.17234
EDSM SBW53 2/6/2017	38.05524	38.05524	-122.07521	-122.07521
EDSM SBW56 2/6/2017	38.06824	38.06824	-122.07929	-122.07929
EDSM MR51 2/6/2017	37.94064	37.94064	-121.54095	-121.54095
EDSM MI51 2/6/2017	37.98111	37.98111	-121.52859	-121.52859
EDSM LNR52 2/6/2017	38.14652	38.14652	-122.28681	-122.28681
EDSM FT51 2/6/2017	38.04492	38.04492	-121.5945	-121.5945
EDSM RS51 2/6/2017	37.96638	37.96638	-121.59615	-121.59615
EDSM VC51 2/6/2017	37.88105	37.88105	-121.51011	-121.51011
EDSM VC52 2/6/2017	37.83724	37.83724	-121.5384	-121.5384
EDSM SBM58 2/8/2017	38.0561	38.0561	-122.04508	-122.04508
EDSM SBM59 2/8/2017	38.12097	38.12097	-122.05708	-122.05708
EDSM DS51 2/8/2017	38.07143	38.07143	-121.45398	-121.45398
EDSM CQS53 2/8/2017	38.03694	38.03694	-122.14541	-122.14541
EDSM SBW54 2/8/2017	38.0452	38.0452	-122.11229	-122.11229
EDSM SJS53 2/8/2017	38.0298	38.0298	-121.47643	-121.47643
EDSM SJS55 2/8/2017	38.02197	38.02197	-121.4612	-121.4612
EDSM SJT62 2/8/2017	38.08975	38.08975	-121.64526	-121.64526
EDSM MI53 2/8/2017	37.9971	37.9971	-121.5139	-121.5139
EDSM MI56 2/8/2017	37.99197	37.99197	-121.52222	-121.52222
EDSM LSJ62 2/8/2017	38.04459	38.04459	-121.70735	-121.70735
EDSM LSJ63 2/8/2017	38.02776	38.02776	-121.84621	-121.84621
EDSM SBM60 2/9/2017	38.07962	38.07962	-121.98188	-121.98188
EDSM SBM62 2/9/2017	38.09574	38.09574	-122.0312	-122.0312
EDSM LSJ64 2/8/2017	38.02317	38.02317	-121.75453	-121.75453
EDSM SJT64 2/9/2017	38.09165	38.09165	-121.64756	-121.64756
EDSM SJT68 2/9/2017	38.08717	38.08717	-121.64334	-121.64334
EDSM MKR54 2/9/2017	38.16119	38.16119	-121.50014	-121.50014
EDSM PP68 2/9/2017	38.04239	38.04239	-121.5288	-121.5288
EDSM HC52 2/9/2017	38.01164	38.01164	-121.57419	-121.57419
EDSM PP72 2/9/2017	38.04938	38.04938	-121.52154	-121.52154
EDSM PP70 2/9/2017	38.05583	38.05583	-121.53103	-121.53103
EDSM SJT65 2/10/2017	38.11667	38.11667	-121.62804	-121.62804
EDSM SRU52 2/10/2017	38.2328	38.2328	-121.6024	-121.6024
EDSM FT55 2/10/2017	38.02887	38.02887	-121.66778	-121.66778
EDSM PP69 2/10/2017	38.09528	38.09528	-121.56912	-121.56912
EDSM SJT66 2/10/2017	38.06115	38.06115	-121.67939	-121.67939
EDSM SRR52 2/10/2017	38.17497	38.17497	-121.6679	-121.6679
EDSM SJT67 2/10/2017	38.08637	38.08637	-121.68035	-121.68035
EDSM PP71 2/14/2017	38.04098	38.04098	-121.48996	-121.48996
EDSM PP78 2/14/2017	38.0384	38.0384	-121.50276	-121.50276
EDSM CS56 2/14/2017	38.33614	38.33614	-121.67328	-121.67328
EDSM LSR56 2/14/2017	38.06893	38.06893	-121.86125	-121.86125
EDSM SBW55 2/14/2017	38.06575	38.06575	-122.0968	-122.0968
EDSM SJT69 2/14/2017	38.09677	38.09677	-121.62557	-121.62557
EDSM LSJ65 2/14/2017	38.034	38.034	-121.87119	-121.87119
EDSM HB54 2/14/2017	38.05255	38.05255	-121.95688	-121.95688
EDSM SBM61 2/14/2017	38.09882	38.09882	-122.06122	-122.06122
EDSM SJT70 2/15/2017	38.08893	38.08893	-121.64966	-121.64966
EDSM LNR53 2/15/2017	38.18138	38.18138	-122.30505	-122.30505
EDSM SM52 2/15/2017	38.16175	38.16175	-122.04757	-122.04757
EDSM CQS55 2/14/2017	38.02933	38.02933	-122.1656	-122.1656
EDSM CQS54 2/14/2017	38.06024	38.06024	-122.19956	-122.19956
EDSM SBW57 2/14/2017	38.05439	38.05439	-122.06513	-122.06513
EDSM SJT72 2/15/2017	38.09336	38.09336	-121.65641	-121.65641
EDSM SBW58 2/14/2017	38.04812	38.04812	-122.10805	-122.10805
EDSM SBM64 2/15/2017	38.07534	38.07534	-121.9982	-121.9982
EDSM SJT71 2/15/2017	38.10117	38.10117	-121.61473	-121.61473
EDSM SBW59 2/15/2017	38.08826	38.08826	-122.07655	-122.07655
EDSM LSJ66 2/15/2017	38.03808	38.03808	-121.72609	-121.72609
EDSM SBW61 2/15/2017	38.07684	38.07684	-122.07266	-122.07266
EDSM FT56 2/16/2017	38.06207	38.06207	-121.59923	-121.59923
EDSM MI57 2/16/2017	37.97622	37.97622	-121.51493	-121.51493
EDSM FT57 2/16/2017	38.04516	38.04516	-121.60452	-121.60452
EDSM OR53 2/16/2017	37.91776	37.91776	-121.57487	-121.57487
EDSM SJS54 2/16/2017	37.96078	37.96078	-121.36121	-121.36121
EDSM MI58 2/16/2017	37.98064	37.98064	-121.53625	-121.53625
EDSM LSJ67 2/21/2017	38.02549	38.02549	-121.82194	-121.82194
EDSM PP73 2/21/2017	38.0595	38.0595	-121.54728	-121.54728
EDSM PP75 2/21/2017	38.06058	38.06058	-121.55104	-121.55104
EDSM LSR57 2/21/2017	38.06478	38.06478	-121.82881	-121.82881
EDSM MKR55 2/21/2017	38.1406	38.1406	-121.46187	-121.46187
EDSM RV53 2/21/2017	38.08263	38.08263	-121.72445	-121.72445
EDSM PP74 2/21/2017	38.10686	38.10686	-121.59557	-121.59557
EDSM PP76 2/21/2017	38.09908	38.09908	-121.59178	-121.59178
EDSM MKR57 2/21/2017	38.12311	38.12311	-121.5197	-121.5197
EDSM PP77 2/21/2017	38.07528	38.07528	-121.5628	-121.5628
EDSM MKR56 2/21/2017	38.14694	38.14694	-121.50597	-121.50597
EDSM PP101 2/22/2017	38.0607	38.0607	-121.54792	-121.54792
EDSM MKR58 2/22/2017	38.11905	38.11905	-121.55801	-121.55801
EDSM PP103 2/22/2017	38.06494	38.06494	-121.5404	-121.5404
EDSM RV54 2/22/2017	38.10909	38.10909	-121.70224	-121.70224
EDSM SJT101 2/22/2017	38.05618	38.05618	-121.68248	-121.68248
EDSM VC53 2/23/2017	37.87988	37.87988	-121.576	-121.576
EDSM MI59 2/23/2017	38.00995	38.00995	-121.54914	-121.54914
EDSM RS52 2/23/2017	37.97613	37.97613	-121.59644	-121.59644
EDSM CQS57 2/23/2017	38.06894	38.06894	-122.24423	-122.24423
EDSM CQS56 2/23/2017	38.06269	38.06269	-122.24676	-122.24676
EDSM SBW60 2/23/2017	38.06697	38.06697	-122.10722	-122.10722
EDSM SBW62 2/23/2017	38.03604	38.03604	-122.12406	-122.12406
EDSM SBM63 2/23/2017	38.06555	38.06555	-122.04271	-122.04271
EDSM FT58 2/24/2017	38.0437	38.0437	-121.64917	-121.64917
EDSM DS52 2/24/2017	38.04134	38.04134	-121.43361	-121.43361
EDSM FT59 2/24/2017	38.04193	38.04193	-121.59414	-121.59414
EDSM SJS56 2/24/2017	37.99906	37.99906	-121.4078	-121.4078
EDSM CS57 2/24/2017	38.18455	38.18455	-121.66072	-121.66072
EDSM CQS58 2/24/2017	38.04626	38.04626	-122.17833	-122.17833
EDSM CQS59 2/24/2017	38.04045	38.04045	-122.16335	-122.16335
EDSM LSR58 2/24/2017	38.06021	38.06021	-121.80457	-121.80457
EDSM SSC52 2/27/2017	38.53786	38.53786	-121.5844	-121.5844
EDSM SRU54 2/27/2017	38.57627	38.57627	-121.51106	-121.51106
EDSM SJT102 2/27/2017	38.08474	38.08474	-121.64481	-121.64481
EDSM SRU55 2/27/2017	38.40705	38.40705	-121.51665	-121.51665
EDSM CS101 2/27/2017	38.2566	38.2566	-121.73417	-121.73417
EDSM MKR59 2/27/2017	38.08773	38.08773	-121.53249	-121.53249
EDSM LSJ101 2/27/2017	38.03967	38.03967	-121.83145	-121.83145
EDSM SJT105 2/27/2017	38.09167	38.09167	-121.65323	-121.65323
EDSM SJT103 2/27/2017	38.09916	38.09916	-121.62541	-121.62541
EDSM SJT106 2/27/2017	38.11722	38.11722	-121.62636	-121.62636
EDSM MKR61 2/27/2017	38.18037	38.18037	-121.52739	-121.52739
EDSM MKR60 2/27/2017	38.09137	38.09137	-121.49551	-121.49551
EDSM LSJ102 2/28/2017	38.03408	38.03408	-121.87167	-121.87167
EDSM LSR101 2/28/2017	38.06551	38.06551	-121.82848	-121.82848
EDSM SRR54 2/28/2017	38.16604	38.16604	-121.5996	-121.5996
EDSM SRU56 2/28/2017	38.34636	38.34636	-121.54921	-121.54921
EDSM MKR101 2/28/2017	38.09655	38.09655	-121.56493	-121.56493
EDSM MKR102 2/28/2017	38.08633	38.08633	-121.558	-121.558
EDSM PP102 2/28/2017	38.07661	38.07661	-121.57037	-121.57037
EDSM SBM101 2/28/2017	38.07256	38.07256	-121.97125	-121.97125
EDSM PP104 2/28/2017	38.05806	38.05806	-121.50181	-121.50181
EDSM SBM103 2/28/2017	38.0701	38.0701	-122.02204	-122.02204
EDSM HC53 2/28/2017	38.00627	38.00627	-121.57896	-121.57896
EDSM FT60 3/1/2017	38.06329	38.06329	-121.6169	-121.6169
EDSM SJS57 3/1/2017	37.99712	37.99712	-121.44131	-121.44131
EDSM CQS60 3/1/2017	38.05756	38.05756	-122.26066	-122.26066
EDSM DS53 3/1/2017	38.04752	38.04752	-121.4728	-121.4728
EDSM CQS61 3/1/2017	38.06191	38.06191	-122.23358	-122.23358
EDSM HC55 3/1/2017	38.04111	38.04111	-121.57989	-121.57989
EDSM SBW63 3/1/2017	38.05448	38.05448	-122.11764	-122.11764
EDSM SBW64 3/1/2017	38.04254	38.04254	-122.12113	-122.12113
EDSM CQS62 3/1/2017	38.03506	38.03506	-122.16032	-122.16032
EDSM SM101 3/2/2017	38.16544	38.16544	-121.93309	-121.93309
EDSM SBM102 3/2/2017	38.09261	38.09261	-122.05887	-122.05887
EDSM HC54 3/2/2017	38.02923	38.02923	-121.56413	-121.56413
EDSM MI60 3/2/2017	38.02407	38.02407	-121.52266	-121.52266
EDSM LNR101 3/2/2017	38.11497	38.11497	-122.27667	-122.27667
EDSM FT101 3/2/2017	38.04699	38.04699	-121.65213	-121.65213
EDSM DS54 3/2/2017	38.08228	38.08228	-121.46922	-121.46922
EDSM SJS101 3/2/2017	37.99372	37.99372	-121.4317	-121.4317
EDSM SPE101 3/2/2017	38.06375	38.06375	-122.26542	-122.26542
EDSM LSJ103 3/6/2017	38.01520799	38.01520799	-121.7320275	-121.7320275
EDSM LSR102 3/6/2017	38.06467	38.06467	-121.79075	-121.79075
EDSM RV102 3/6/2017	38.0935	38.0935	-121.733	-121.733
EDSM SM102 3/6/2017	38.1912735	38.1912735	-122.000272	-122.000272
EDSM RV101 3/6/2017	38.1415	38.1415	-121.68766	-121.68766
EDSM CS102 3/6/2017	38.32898	38.32898	-121.64906	-121.64906
EDSM SJT104 3/6/2017	38.06561	38.06561	-121.67981	-121.67981
EDSM SJT108 3/6/2017	38.05629	38.05629	-121.68595	-121.68595
EDSM SJT107 3/6/2017	38.08868	38.08868	-121.67797	-121.67797
EDSM SJT109 3/6/2017	38.09532	38.09532	-121.6553	-121.6553
EDSM SBW104 3/7/2017	38.07292	38.07292	-122.096	-122.096
EDSM SBW105 3/6/2017	38.07256	38.07256	-122.07582	-122.07582
EDSM LSJ104 3/7/2017	38.02683	38.02683	-121.77989	-121.77989
EDSM SPE103 3/7/2017	38.03448	38.03448	-122.30655	-122.30655
EDSM LSJ105 3/7/2017	38.03206	38.03206	-121.85446	-121.85446
EDSM SBM104 3/7/2017	38.07318	38.07318	-121.98354	-121.98354
EDSM HB102 3/7/2017	38.05426	38.05426	-121.95752	-121.95752
EDSM SBW103 3/6/2017	38.08543	38.08543	-122.07517	-122.07517
EDSM PP105 3/7/2017	38.1028	38.1028	-121.58817	-121.58817
EDSM PP109 3/7/2017	38.0977	38.0977	-121.59041	-121.59041
EDSM PP106 3/7/2017	38.05476	38.05476	-121.53426	-121.53426
EDSM SPE102 3/6/2017	38.07213512	38.07213512	-122.330366	-122.330366
EDSM PP110 3/7/2017	38.05755	38.05755	-121.55246	-121.55246
EDSM SBW102 3/6/2017	38.04587	38.04587	-122.12625	-122.12625
EDSM SBW101 3/6/2017	38.03701	38.03701	-122.12118	-122.12118
EDSM SPE104 3/7/2017	38.04088	38.04088	-122.29017	-122.29017
EDSM CQS101 3/7/2017	38.06328	38.06328	-122.22166	-122.22166
EDSM SRU101 3/8/2017	38.41697	38.41697	-121.52244	-121.52244
EDSM SRU102 3/8/2017	38.25199	38.25199	-121.5116	-121.5116
EDSM MI101 3/8/2017	38.00331	38.00331	-121.52725	-121.52725
EDSM RS101 3/8/2017	37.97124	37.97124	-121.58306	-121.58306
EDSM HC101 3/8/2017	38.04487	38.04487	-121.57902	-121.57902
EDSM MI102 3/8/2017	37.98558	37.98558	-121.51593	-121.51593
EDSM SRR101 3/9/2017	38.14755	38.14755	-121.59983	-121.59983
EDSM FT102 3/9/2017	38.06204	38.06204	-121.62052	-121.62052
EDSM MI103 3/9/2017	37.97409	37.97409	-121.52631	-121.52631
EDSM FT103 3/9/2017	38.04992	38.04992	-121.60475	-121.60475
EDSM MKR103 3/9/2017	38.16692	38.16692	-121.48842	-121.48842
EDSM MI104 3/9/2017	38.00184	38.00184	-121.5209	-121.5209
EDSM MI106 3/13/2017	37.99249	37.99249	-121.45347	-121.45347
EDSM MR101 3/13/2017	37.93941	37.93941	-121.54145	-121.54145
EDSM HC102 3/13/2017	38.03029	38.03029	-121.56634	-121.56634
EDSM MI105 3/13/2017	38.00789	38.00789	-121.54198	-121.54198
EDSM FT104 3/14/2017	38.04127	38.04127	-121.67438	-121.67438
EDSM CQS102 3/14/2017	38.03465	38.03465	-122.16102	-122.16102
EDSM LNR102 3/13/2017	38.13369	38.13369	-122.27877	-122.27877
EDSM DS101 3/14/2017	38.06295174	38.06295174	-121.45868	-121.45868
EDSM FT105 3/14/2017	38.05995	38.05995	-121.60627	-121.60627
EDSM SBM107 3/14/2017	38.05845	38.05845	-122.00108	-122.00108
EDSM SBM106 3/14/2017	38.06176	38.06176	-122.0401	-122.0401
EDSM SPE105 3/13/2017	38.05842	38.05842	-122.2685	-122.2685
EDSM SBW108 3/14/2017	38.05923	38.05923	-122.10977	-122.10977
EDSM DS102 3/14/2017	38.00747	38.00747	-121.3962	-121.3962
EDSM SBW106 3/13/2017	38.03724	38.03724	-122.13217	-122.13217
EDSM LSJ107 3/15/2017	38.03318	38.03318	-121.71836	-121.71836
EDSM HB101 3/15/2017	38.04209	38.04209	-121.90943	-121.90943
EDSM LSR103 3/15/2017	38.06103	38.06103	-121.85822	-121.85822
EDSM LSJ106 3/15/2017	38.04527	38.04527	-121.70179	-121.70179
EDSM PP107 3/15/2017	38.04115	38.04115	-121.49996	-121.49996
EDSM PP108 3/15/2017	38.1036	38.1036	-121.59895	-121.59895
EDSM SJT110 3/15/2017	38.08843	38.08843	-121.62648	-121.62648
EDSM SJT115 3/15/2017	38.09811	38.09811	-121.63186	-121.63186
EDSM SRU103 3/15/2017	38.35762	38.35762	-121.52682	-121.52682
EDSM PP111 3/16/2017	38.07719	38.07719	-121.56518	-121.56518
EDSM SM103 3/16/2017	38.12704	38.12704	-121.91509	-121.91509
EDSM MKR104 3/16/2017	38.08037	38.08037	-121.54113	-121.54113
EDSM PP114 3/16/2017	38.08832	38.08832	-121.57817	-121.57817
EDSM SM104 3/16/2017	38.17282	38.17282	-122.01797	-122.01797
EDSM SJT111 3/16/2017	38.05982	38.05982	-121.68565	-121.68565
EDSM SBM105 3/16/2017	38.1055	38.1055	-122.05834	-122.05834
EDSM MKR105 3/16/2017	38.12412	38.12412	-121.51715	-121.51715
EDSM SJT114 3/16/2017	38.08457	38.08457	-121.67697	-121.67697
EDSM SJT112 3/20/2017	38.09333	38.09333	-121.67436	-121.67436
EDSM LSR104 3/20/2017	38.06529	38.06529	-121.78252	-121.78252
EDSM SJT113 3/20/2017	38.11558	38.11558	-121.61768	-121.61768
EDSM RV103 3/20/2017	38.12813	38.12813	-121.69116	-121.69116
EDSM MKR106 3/20/2017	38.19345	38.19345	-121.47952	-121.47952
EDSM PP112 3/20/2017	38.0624	38.0624	-121.54829	-121.54829
EDSM PP113 3/20/2017	38.05484	38.05484	-121.51865	-121.51865
