"Station","DateTime.PT","Depth.feet","Temp.C","SpCond.uS","pH","ODOsat..","ODO.mg.L","Turbid..NTU","Chl.ug.L","Chl.RFU","Date"
"WSP",2016-03-02 14:33:24,5.95099973678589,14.8599996566772,821,8.65999984741211,128.599990844727,12.9699993133545,1.19999992847443,7.5,1.79999995231628,2016-03-02
"WSP",2016-03-02 14:33:45,7.74199962615967,14.4699993133545,856,8.59999942779541,116.699996948242,11.8699998855591,1.29999995231628,5.69999980926514,1.39999997615814,2016-03-02
"WSP",2016-03-02 14:34:04,9.36499977111816,14.3699998855591,892,8.55999946594238,112.899993896484,11.5099992752075,1.5,5.19999980926514,1.19999992847443,2016-03-02
"WSP",2016-03-02 14:34:28,11.3899993896484,14.2099990844727,901,8.53999996185303,111.399993896484,11.3899993896484,1.5,3.59999990463257,0.899999976158142,2016-03-02
"WSP",2016-03-02 14:34:47,12.6609992980957,14.1499996185303,899,8.52999973297119,110.099998474121,11.2699995040894,1.5,2.19999980926514,0.5,2016-03-02
"WSP",2016-03-02 14:35:08,13.7259998321533,13.8399991989136,898,8.5,103.599998474121,10.6899995803833,2.09999990463257,1,0.199999988079071,2016-03-02
"16",2016-04-04 08:13:21,1.03699994087219,15.4599990844727,183,7.35999965667725,93.2999954223633,9.30999946594238,12.7999992370605,2.39999985694885,0.599999964237213,2016-04-04
"16",2016-04-04 08:13:43,3.06599998474121,15.4599990844727,183,7.30999994277954,93.5,9.33999919891357,12.1999998092651,2.89999985694885,0.699999988079071,2016-04-04
"16",2016-04-04 08:14:04,5.15999984741211,15.4499998092651,182,7.25999975204468,93.3999938964844,9.31999969482422,13.0999994277954,4,0.899999976158142,2016-04-04
"16",2016-04-04 08:14:19,6.63499975204468,15.4499998092651,182,7.22999954223633,93.0999984741211,9.29999923706055,13.3999996185303,3.79999995231628,0.899999976158142,2016-04-04
"16",2016-04-04 08:14:39,8.77999973297119,15.4399995803833,182,7.1899995803833,92.8999938964844,9.27999973297119,13.6999998092651,3.89999985694885,0.899999976158142,2016-04-04
"16",2016-04-04 08:14:55,10.9009990692139,15.4399995803833,182,7.15999984741211,92.6999969482422,9.25999927520752,14.5,3.39999985694885,0.799999952316284,2016-04-04
"16",2016-04-04 08:15:12,13.8609991073608,15.4399995803833,182,7.1399998664856,92.5999984741211,9.25,14.8999996185303,3.39999985694885,0.799999952316284,2016-04-04
"16",2016-04-04 08:15:26,16.5249996185303,15.4299993515015,182,7.12999963760376,92.5,9.23999977111816,15.0999994277954,4,0.899999976158142,2016-04-04
"16",2016-04-04 08:15:45,20.1349983215332,15.4299993515015,181,7.10999965667725,92.6999969482422,9.25999927520752,15,4.19999980926514,1,2016-04-04
"16",2016-04-04 08:16:07,22.398998260498,15.4399995803833,181,7.09999990463257,92.7999954223633,9.25999927520752,14.5999994277954,3.69999980926514,0.899999976158142,2016-04-04
"16",2016-04-04 08:16:25,25.9699993133545,15.4299993515015,181,7.09999990463257,92.5,9.23999977111816,15.8999996185303,3.69999980926514,0.899999976158142,2016-04-04
"16",2016-04-04 08:16:46,26.6199989318848,15.4299993515015,181,7.08999967575073,92.2999954223633,9.21999931335449,16.5,4,1,2016-04-04
"34",2016-04-04 08:35:55,1.18899989128113,15.8599996566772,214,7.05999994277954,93.8999938964844,9.28999996185303,13,2.89999985694885,0.699999988079071,2016-04-04
"34",2016-04-04 08:36:14,2.43999981880188,15.8199996948242,212,7.07999992370605,93.5999984741211,9.26999950408936,14.0999994277954,3.19999980926514,0.799999952316284,2016-04-04
"34",2016-04-04 08:36:31,3.54499983787537,15.8099994659424,211,7.08999967575073,93.2999954223633,9.25,14.5,3.5,0.799999952316284,2016-04-04
"34",2016-04-04 08:36:48,4.92999982833862,15.7999992370605,211,7.09999990463257,93.3999938964844,9.25,15,3.79999995231628,0.899999976158142,2016-04-04
"34",2016-04-04 08:37:08,6.88599967956543,15.789999961853,210,7.10999965667725,93.2999954223633,9.25,14,3.59999990463257,0.899999976158142,2016-04-04
"34",2016-04-04 08:37:25,9.15099906921387,15.7799997329712,209,7.10999965667725,93.3999938964844,9.25999927520752,14.5999994277954,4.09999990463257,1,2016-04-04
"34",2016-04-04 08:37:45,11.378999710083,15.7599992752075,208,7.11999988555908,93.3999938964844,9.25999927520752,14.2999992370605,3.89999985694885,0.899999976158142,2016-04-04
"34",2016-04-04 08:38:06,13.9539995193481,15.7399997711182,206,7.12999963760376,92.7999954223633,9.20999908447266,14.8999996185303,3.89999985694885,0.899999976158142,2016-04-04
"34",2016-04-04 08:38:24,17.8049983978271,15.7399997711182,206,7.12999963760376,92.7999954223633,9.19999980926514,15.3999996185303,4,0.899999976158142,2016-04-04
"34",2016-04-04 08:38:43,20.7729988098145,15.7299995422363,204,7.12999963760376,92.5,9.17999935150146,14.3999996185303,4.39999961853027,1,2016-04-04
"34",2016-04-04 08:39:02,24.3559989929199,15.7299995422363,205,7.12999963760376,92.5,9.16999912261963,14.5999994277954,3.79999995231628,0.899999976158142,2016-04-04
"34",2016-04-04 08:39:18,27.015998840332,15.7299995422363,205,7.1399998664856,92.6999969482422,9.19999980926514,14.5,4.5,1.09999990463257,2016-04-04
"34",2016-04-04 08:39:35,29.185998916626,15.7299995422363,205,7.1399998664856,92.6999969482422,9.19999980926514,16.7999992370605,4.09999990463257,1,2016-04-04
"34",2016-04-04 08:39:55,30.1969985961914,15.7299995422363,205,7.1399998664856,92.5999984741211,9.17999935150146,17.8999996185303,3.89999985694885,0.899999976158142,2016-04-04
"44",2016-04-04 09:02:15,1.15099990367889,16.2899990081787,303,7.39999961853027,94.0999984741211,9.21999931335449,15.7999992370605,5.59999990463257,1.29999995231628,2016-04-04
"44",2016-04-04 09:02:32,2.49599981307983,16.3099994659424,303,7.40999984741211,94,9.20999908447266,14.8999996185303,5.5,1.29999995231628,2016-04-04
"44",2016-04-04 09:02:47,3.74799990653992,16.2899990081787,300,7.42999982833862,93.8999938964844,9.19999980926514,15.0999994277954,5.59999990463257,1.29999995231628,2016-04-04
"44",2016-04-04 09:03:07,5.44999980926514,16.2299995422363,294,7.44999980926514,93.6999969482422,9.19999980926514,16.2999992370605,6,1.39999997615814,2016-04-04
"44",2016-04-04 09:03:25,7.94699954986572,16.2399997711182,299,7.44999980926514,93.8999938964844,9.20999908447266,16.3999996185303,5.79999971389771,1.39999997615814,2016-04-04
"44",2016-04-04 09:03:43,10.0719995498657,16.2399997711182,298,7.45999956130981,93.8999938964844,9.20999908447266,16.1999988555908,5.29999971389771,1.29999995231628,2016-04-04
"44",2016-04-04 09:04:00,13.1429996490479,16.2299995422363,296,7.46999979019165,93.5,9.17999935150146,16.5999984741211,5.39999961853027,1.29999995231628,2016-04-04
"44",2016-04-04 09:04:17,15.33899974823,16.1999988555908,288,7.48999977111816,93.1999969482422,9.14999961853027,16.3999996185303,5.5,1.29999995231628,2016-04-04
"44",2016-04-04 09:04:34,18.2949981689453,16.2299995422363,297,7.47999954223633,93.2999954223633,9.15999984741211,16.5,5.69999980926514,1.39999997615814,2016-04-04
"44",2016-04-04 09:04:51,21.7559986114502,16.2299995422363,297,7.48999977111816,93,9.1299991607666,16.7999992370605,5.69999980926514,1.29999995231628,2016-04-04
"44",2016-04-04 09:05:08,25.3899993896484,16.2199993133545,294,7.5,92.8999938964844,9.11999988555908,16.5,5.89999961853027,1.39999997615814,2016-04-04
"44",2016-04-04 09:05:26,30.2569999694824,16.189998626709,289,7.50999975204468,93.0999984741211,9.13999938964844,16.5,5.79999971389771,1.39999997615814,2016-04-04
"44",2016-04-04 09:05:45,32.1909980773926,16.1699981689453,285,7.51999998092651,93.0999984741211,9.14999961853027,16.7999992370605,5.69999980926514,1.39999997615814,2016-04-04
"44",2016-04-04 09:06:07,36.5669975280762,16.1499996185303,281,7.51999998092651,92.6999969482422,9.11999988555908,17.5,5.19999980926514,1.19999992847443,2016-04-04
"44",2016-04-04 09:06:46,39.3819999694824,16.1099987030029,272,7.53999996185303,92.2999954223633,9.07999992370605,17.0999984741211,5.39999961853027,1.29999995231628,2016-04-04
"Pro",2016-04-04 09:27:10,1.04899990558624,18.519998550415,557,7.79999971389771,77.6999969482422,7.26999998092651,38.1999969482422,16.5,3.89999985694885,2016-04-04
"Pro",2016-04-04 09:27:34,2.19899988174438,18.0999984741211,551,7.80999994277954,76.8999938964844,7.25,41.7999992370605,15.6999998092651,3.69999980926514,2016-04-04
"Pro",2016-04-04 09:27:51,3.21699976921082,17.7999992370605,547,7.81999969482422,76.6999969482422,7.27999973297119,46.5,15.3999996185303,3.69999980926514,2016-04-04
"Pro",2016-04-04 09:28:09,4.49499988555908,17.5899982452393,542,7.82999992370605,77.2999954223633,7.36999988555908,52,15.1999998092651,3.59999990463257,2016-04-04
"Pro",2016-04-04 09:28:31,5.59899997711182,17.2599983215332,534,7.83999967575073,78.2999954223633,7.50999975204468,62.0999984741211,15.3999996185303,3.69999980926514,2016-04-04
"Pro",2016-04-04 09:28:43,6.78399991989136,17.1799983978271,532,7.84999990463257,78.6999969482422,7.56999969482422,63,15,3.59999990463257,2016-04-04
"Pro",2016-04-04 09:28:57,8.27699947357178,16.9299983978271,527,7.85999965667725,79.5999984741211,7.6899995803833,65.3999938964844,15.7999992370605,3.79999995231628,2016-04-04
"Pro",2016-04-04 09:29:14,9.45899963378906,16.8299999237061,526,7.85999965667725,80.6999969482422,7.81999969482422,64.5999984741211,15.5999994277954,3.69999980926514,2016-04-04
"Pro",2016-04-04 09:29:29,10.9489994049072,16.7899990081787,525,7.85999965667725,81,7.84999990463257,65.5999984741211,15.2999992370605,3.59999990463257,2016-04-04
"Pro",2016-04-04 09:29:44,12.7199993133545,16.75,525,7.85999965667725,81.3999938964844,7.89999961853027,67,15.3999996185303,3.69999980926514,2016-04-04
"Pro",2016-04-04 09:29:58,13.9089994430542,16.75,525,7.85999965667725,81.2999954223633,7.87999963760376,66.7999954223633,15.1999998092651,3.59999990463257,2016-04-04
"Pro",2016-04-04 09:30:11,15.422999382019,16.7099990844727,524,7.85999965667725,81.2999954223633,7.89999961853027,67,15.6999998092651,3.69999980926514,2016-04-04
"Pro",2016-04-04 09:30:41,17.2889995574951,16.689998626709,523,7.86999988555908,81.3999938964844,7.89999961853027,69.5999984741211,16.0999984741211,3.79999995231628,2016-04-04
"56",2016-04-04 10:31:42,1.2409999370575,16.7199993133545,391,7.8899998664856,99.1999969482422,9.6299991607666,12.2999992370605,4,0.899999976158142,2016-04-04
"56",2016-04-04 10:32:11,2.87099981307983,16.5999984741211,392,7.8899998664856,99.2999954223633,9.66999912261963,13.0999994277954,4.09999990463257,1,2016-04-04
"56",2016-04-04 10:32:37,4.86999988555908,16.4899997711182,385,7.89999961853027,98.6999969482422,9.6299991607666,12.5999994277954,3.89999985694885,0.899999976158142,2016-04-04
"56",2016-04-04 10:32:56,6.13099956512451,16.5099983215332,385,7.89999961853027,98.3999938964844,9.59999942779541,12.7999992370605,3.69999980926514,0.899999976158142,2016-04-04
"56",2016-04-04 10:33:17,8.66199970245361,16.4199981689453,380,7.90999984741211,97.7999954223633,9.54999923706055,12.7999992370605,3.5,0.799999952316284,2016-04-04
"56",2016-04-04 10:33:40,12.5349998474121,16.3799991607666,377,7.90999984741211,97,9.47999954223633,13,3.19999980926514,0.799999952316284,2016-04-04
"56",2016-04-04 10:33:55,14.039999961853,16.3799991607666,379,7.89999961853027,96.7999954223633,9.46999931335449,12.6999998092651,3.29999995231628,0.799999952316284,2016-04-04
"56",2016-04-04 10:34:14,17.1919994354248,16.3499984741211,389,7.87999963760376,96.7999954223633,9.46999931335449,13.3999996185303,3.39999985694885,0.799999952316284,2016-04-04
"56",2016-04-04 10:34:27,19.0959987640381,16.3499984741211,392,7.87999963760376,96.5999984741211,9.45999908447266,13.8999996185303,3.09999990463257,0.699999988079071,2016-04-04
"56",2016-04-04 10:34:44,21.8809986114502,16.3499984741211,392,7.87999963760376,96.6999969482422,9.45999908447266,15.0999994277954,3.19999980926514,0.799999952316284,2016-04-04
"56",2016-04-04 10:35:04,25.9119987487793,16.3399982452393,391,7.87999963760376,96.3999938964844,9.42999935150146,15.0999994277954,3.89999985694885,0.899999976158142,2016-04-04
"56",2016-04-04 10:35:20,28.9289989471436,16.3399982452393,391,7.8899998664856,96.1999969482422,9.41999912261963,15.5999994277954,3,0.699999988079071,2016-04-04
"56",2016-04-04 10:35:34,31.503999710083,16.3399982452393,390,7.87999963760376,96,9.39999961853027,17.5,3.5,0.799999952316284,2016-04-04
"56",2016-04-04 10:35:50,34.8919982910156,16.3399982452393,391,7.87999963760376,95.8999938964844,9.38999938964844,23.6999988555908,4.09999990463257,1,2016-04-04
"56",2016-04-04 10:36:23,36.4259986877441,16.3499984741211,388,7.86999988555908,95.7999954223633,9.3799991607666,27.6999988555908,4.09999990463257,1,2016-04-04
"62",2016-04-04 10:51:29,1.1029999256134,17.5,571,8.09999942779541,104.5,9.97999954223633,12.8999996185303,3,0.699999988079071,2016-04-04
"62",2016-04-04 10:51:35,1.29499995708466,17.5099983215332,571,8.09999942779541,104.399993896484,9.95999908447266,12.6999998092651,2.79999995231628,0.699999988079071,2016-04-04
"62",2016-04-04 10:51:52,2.86699986457825,17.2799987792969,569,8.10999965667725,103.5,9.92999935150146,12.2999992370605,2.89999985694885,0.699999988079071,2016-04-04
"62",2016-04-04 10:52:03,4.05999994277954,17.2199993133545,570,8.10999965667725,103,9.89999961853027,12.5999994277954,2.79999995231628,0.699999988079071,2016-04-04
"62",2016-04-04 10:52:19,6.44599962234497,16.7599983215332,571,8.11999988555908,102.199996948242,9.90999984741211,13.3999996185303,2.79999995231628,0.699999988079071,2016-04-04
"62",2016-04-04 10:52:33,7.94099998474121,16.7299995422363,573,8.11999988555908,102,9.89999961853027,13.8999996185303,2.5,0.599999964237213,2016-04-04
"62",2016-04-04 10:52:43,8.94599914550781,16.6199989318848,576,8.11999988555908,101.5,9.86999988555908,14,2.5,0.599999964237213,2016-04-04
"62",2016-04-04 10:52:55,11.5589990615845,16.5,584,8.10999965667725,101.099998474121,9.85999965667725,14.7999992370605,2.79999995231628,0.699999988079071,2016-04-04
"62",2016-04-04 10:53:05,13.386999130249,16.4299983978271,589,8.10999965667725,100.699996948242,9.83999919891357,15.6999998092651,2.89999985694885,0.699999988079071,2016-04-04
"62",2016-04-04 10:53:17,15.6529998779297,16.4099998474121,591,8.10999965667725,100.599998474121,9.82999992370605,16.5999984741211,2.19999980926514,0.5,2016-04-04
"62",2016-04-04 10:53:27,17.3499984741211,16.3999996185303,593,8.10999965667725,100.599998474121,9.81999969482422,17.3999996185303,2.69999980926514,0.599999964237213,2016-04-04
"62",2016-04-04 10:53:43,22.3999996185303,16.3999996185303,595,8.10999965667725,100.5,9.81999969482422,17.2999992370605,2.29999995231628,0.5,2016-04-04
"62",2016-04-04 10:53:59,25.5439987182617,16.3999996185303,596,8.11999988555908,100.399993896484,9.80999946594238,18.5,2.29999995231628,0.5,2016-04-04
"62",2016-04-04 10:54:11,27.9569988250732,16.3999996185303,596,8.11999988555908,100.399993896484,9.80999946594238,18.6999988555908,2.5,0.599999964237213,2016-04-04
"62",2016-04-04 10:54:28,31.1869983673096,16.3999996185303,596,8.11999988555908,100.099998474121,9.77999973297119,22.6999969482421,3.19999980926514,0.799999952316284,2016-04-04
"66",2016-04-04 11:10:46,1.28199994564056,17.6599998474121,753,8.31999969482422,108.599998474121,10.3299999237061,9.39999961853027,3.79999995231628,0.899999976158142,2016-04-04
"66",2016-04-04 11:11:08,3.94199991226196,17.0299987792969,753,8.32999992370605,106.599998474121,10.2699995040894,9.5,3,0.699999988079071,2016-04-04
"66",2016-04-04 11:11:31,6.28499984741211,16.689998626709,750,8.32999992370605,105.099998474121,10.2099990844727,10,2,0.5,2016-04-04
"66",2016-04-04 11:11:47,8.25399971008301,16.6799983978271,750,8.32999992370605,105.099998474121,10.1999998092651,10.1999998092651,2.29999995231628,0.599999964237213,2016-04-04
"66",2016-04-04 11:12:04,10.5869998931885,16.689998626709,749,8.32999992370605,104.5,10.1399993896484,10.7999992370605,2.19999980926514,0.5,2016-04-04
"66",2016-04-04 11:12:21,13.0909996032715,16.6299991607666,748,8.31999969482422,103.899993896484,10.0899991989136,11.2999992370605,1.69999992847443,0.399999976158142,2016-04-04
"66",2016-04-04 11:12:39,15.5219993591309,16.4599990844727,746,8.31999969482422,103.199996948242,10.0599994659424,12.5,1.89999997615814,0.5,2016-04-04
"66",2016-04-04 11:12:56,18.4189987182617,16.4499988555908,746,8.31999969482422,102.5,10,13.3999996185303,1.79999995231628,0.399999976158142,2016-04-04
"66",2016-04-04 11:13:14,22.4599990844727,16.439998626709,747,8.30999946594238,102.299995422363,9.97999954223633,14.5,2.09999990463257,0.5,2016-04-04
"66",2016-04-04 11:13:35,26.1839981079102,16.439998626709,747,8.30999946594238,102,9.94999980926514,17.7999992370605,2.59999990463257,0.599999964237213,2016-04-04
"66",2016-04-04 11:13:53,29.3159999847412,16.439998626709,747,8.30999946594238,102.199996948242,9.96999931335449,22.3999996185303,2.5,0.599999964237213,2016-04-04
"70",2016-04-04 11:28:01,1.12199997901917,18.3899993896484,874,8.3799991607666,108.399993896484,10.1499996185303,3.79999995231628,3,0.699999988079071,2016-04-04
"70",2016-04-04 11:28:31,2.48699998855591,17.0399990081787,874,8.38999938964844,106.199996948242,10.2299995422363,4.39999961853027,3.69999980926514,0.899999976158142,2016-04-04
"70",2016-04-04 11:28:44,3.75999999046326,17.3899993896484,874,8.38999938964844,107,10.2299995422363,4.19999980926514,3.59999990463257,0.899999976158142,2016-04-04
"70",2016-04-04 11:28:58,4.96499967575073,17,872,8.38999938964844,105.599998474121,10.1799993515015,4.19999980926514,3.59999990463257,0.899999976158142,2016-04-04
"70",2016-04-04 11:29:10,6.7689995765686,16.689998626709,871,8.38999938964844,105.399993896484,10.2299995422363,4.5,4,1,2016-04-04
"70",2016-04-04 11:29:20,9.221999168396,16.5299987792969,870,8.38999938964844,104.599998474121,10.1799993515015,4.39999961853027,3.09999990463257,0.699999988079071,2016-04-04
"70",2016-04-04 11:29:36,12.0059995651245,16.4799995422363,870,8.36999988555908,103.699996948242,10.1099996566772,4.5,2.09999990463257,0.5,2016-04-04
"70",2016-04-04 11:29:52,15.4789991378784,16.4099998474121,871,8.36999988555908,102.5,10,4.5,2.19999980926514,0.5,2016-04-04
"70",2016-04-04 11:30:04,18.1679992675781,16.4099998474121,871,8.36999988555908,101.899993896484,9.94999980926514,4.69999980926514,1.79999995231628,0.399999976158142,2016-04-04
"70",2016-04-04 11:30:16,21.3629989624023,16.3999996185303,871,8.35999965667725,101.199996948242,9.8799991607666,4.89999961853027,2,0.5,2016-04-04
"70",2016-04-04 11:30:31,25.3599987030029,16.3899993896484,872,8.35999965667725,100.899993896484,9.84999942779541,5.59999990463257,1.5,0.399999976158142,2016-04-04
"70",2016-04-04 11:30:50,28.8169994354248,16.3799991607666,872,8.34999942779541,100.399993896484,9.80999946594238,7.59999990463257,1.79999995231628,0.399999976158142,2016-04-04
"70",2016-04-04 11:31:06,30.9949989318848,16.3899993896484,872,8.34999942779541,100.199996948242,9.78999996185303,7.39999961853027,1.79999995231628,0.399999976158142,2016-04-04
