StationName,DateTime,Analyte,DataStatus,ShortStationName,StationNumber,SampleCode,Date,AnalyteAbbr,Result,ResultSign,Units,Method,Depth,Description,Notes,Latitude,Longitude
Old River near Bacon Island @ USGS Pile,2014-11-20 11:46:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1114B1631,2014-11-20,pH,7.95,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-11-20 11:46:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1114B1623,2014-11-20,pH,7.95,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Dissolved Chloride,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1748,2014-12-16,DissChloride,177,=,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Dissolved Chloride,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1748,2014-12-16,DissChloride,176,=,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1740,2014-12-16,Conductivity_top,779,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1748,2014-12-16,Conductivity_top,779,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1748,2014-12-16,Turbidity,4.4,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1740,2014-12-16,Turbidity,4.4,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1740,2014-12-16,Temperature,12.3,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1748,2014-12-16,Temperature,12.3,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1740,2014-12-16,pH,7.53,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2014-12-16 10:30:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF1214B1748,2014-12-16,pH,7.53,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-06 10:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0027,2015-01-06,Conductivity_top,334.5,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-06 10:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0019,2015-01-06,Conductivity_top,334.5,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-06 10:45:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0027,2015-01-06,Turbidity,19.2,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-06 10:45:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0019,2015-01-06,Turbidity,19.2,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-06 10:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0019,2015-01-06,Temperature,8.2,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-06 10:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0027,2015-01-06,Temperature,8.2,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-06 10:45:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0019,2015-01-06,pH,7.55,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-06 10:45:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0027,2015-01-06,pH,7.55,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-26 11:00:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0090,2015-01-26,Conductivity_top,356.4,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-26 11:00:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0089,2015-01-26,Conductivity_top,356.4,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-26 11:00:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0090,2015-01-26,Turbidity,10.9,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-26 11:00:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0089,2015-01-26,Turbidity,10.9,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-26 11:00:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0090,2015-01-26,Temperature,9.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-26 11:00:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0089,2015-01-26,Temperature,9.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-26 11:00:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0089,2015-01-26,pH,7.47,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-01-26 11:00:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0115B0090,2015-01-26,pH,7.47,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-02-11 10:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0215B0165,2015-02-11,Conductivity_top,493.7,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-02-11 10:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0215B0164,2015-02-11,Conductivity_top,493.7,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-02-11 10:45:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0215B0164,2015-02-11,Turbidity,6.36,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-02-11 10:45:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0215B0165,2015-02-11,Turbidity,6.36,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-02-11 10:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0215B0165,2015-02-11,Temperature,13,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-02-11 10:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0215B0164,2015-02-11,Temperature,13,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-02-11 10:45:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0215B0164,2015-02-11,pH,7.63,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-02-11 10:45:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0215B0165,2015-02-11,pH,7.63,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-03 11:15:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0234,2015-03-03,Conductivity_top,349.8,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-03 11:15:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0251,2015-03-03,Conductivity_top,349.8,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-03 11:15:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0251,2015-03-03,Turbidity,10,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-03 11:15:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0234,2015-03-03,Turbidity,10,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-03 11:15:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0234,2015-03-03,Temperature,13.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-03 11:15:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0251,2015-03-03,Temperature,13.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-03 11:15:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0251,2015-03-03,pH,7.25,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-03 11:15:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0234,2015-03-03,pH,7.25,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-24 10:30:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0353,2015-03-24,Conductivity_top,396,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-24 10:30:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0345,2015-03-24,Conductivity_top,396,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-24 10:30:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0345,2015-03-24,Turbidity,9.8,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-24 10:30:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0353,2015-03-24,Turbidity,9.8,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-24 10:30:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0353,2015-03-24,Temperature,17.5,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-24 10:30:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0345,2015-03-24,Temperature,17.5,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-24 10:30:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0345,2015-03-24,pH,7.85,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-03-24 10:30:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0315B0353,2015-03-24,pH,7.85,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-14 09:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0475,2015-04-14,Conductivity_top,476,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-14 09:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0483,2015-04-14,Conductivity_top,476,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-14 09:45:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0483,2015-04-14,Turbidity,8.96,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-14 09:45:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0475,2015-04-14,Turbidity,8.96,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-14 09:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0483,2015-04-14,Temperature,17.6,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-14 09:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0475,2015-04-14,Temperature,17.6,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-14 09:45:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0483,2015-04-14,pH,8.41,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-14 09:45:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0475,2015-04-14,pH,8.41,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-28 09:48:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0573,2015-04-28,Conductivity_top,592,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-28 09:48:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0581,2015-04-28,Conductivity_top,592,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-28 09:48:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0581,2015-04-28,Turbidity,12,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-28 09:48:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0573,2015-04-28,Turbidity,12,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-28 09:48:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0573,2015-04-28,Temperature,19.8,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-28 09:48:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0581,2015-04-28,Temperature,19.8,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-28 09:48:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0581,2015-04-28,pH,7.78,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-04-28 09:48:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0415B0573,2015-04-28,pH,7.78,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-12 10:00:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0650,2015-05-12,Conductivity_top,865,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-12 10:00:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0642,2015-05-12,Conductivity_top,865,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-12 10:00:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0650,2015-05-12,Turbidity,10.2,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-12 10:00:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0642,2015-05-12,Turbidity,10.2,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-12 10:00:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0642,2015-05-12,Temperature,20.2,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-12 10:00:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0650,2015-05-12,Temperature,20.2,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-12 10:00:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0650,2015-05-12,pH,7.43,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-12 10:00:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0642,2015-05-12,pH,7.43,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-28 09:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0715,2015-05-28,Conductivity_top,815,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-28 09:45:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0723,2015-05-28,Conductivity_top,815,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-28 09:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0723,2015-05-28,Temperature,21.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-28 09:45:00,Field Water Temperature,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0715,2015-05-28,Temperature,21.9,=,°C,EPA 170.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-28 09:45:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0723,2015-05-28,pH,7.47,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-28 09:45:00,Field pH,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0715,2015-05-28,pH,7.47,=,pH Units,EPA 150.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-28 09:45:00,Total Suspended Solids,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0715,2015-05-28,TSS,2,=,mg/L,EPA 160.2 [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-05-28 09:45:00,Total Suspended Solids,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0515B0715,2015-05-28,TSS,2,=,mg/L,EPA 160.2 [1]*,1 Meters,NA,Duplicate,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-06-16 11:40:00,Field Dissolved Oxygen,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0615B0814,2015-06-16,DissolvedOxygen,6.67,=,mg/L,EPA 360.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-06-16 11:40:00,Field Dissolved Oxygen,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0615B0808,2015-06-16,DissolvedOxygen,6.67,=,mg/L,EPA 360.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-06-16 11:40:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0615B0814,2015-06-16,Conductivity_top,740,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-06-16 11:40:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0615B0800,2015-06-16,Conductivity_top,740,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-06-16 11:40:00,Field Specific Conductance,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0615B0808,2015-06-16,Conductivity_top,740,=,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-06-16 11:40:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0615B0814,2015-06-16,Turbidity,4.66,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-06-16 11:40:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0615B0800,2015-06-16,Turbidity,4.66,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
Old River near Bacon Island @ USGS Pile,2015-06-16 11:40:00,Field Turbidity,"3000 - Public, Review Status Unknown",OBI @ USGS Pile,B9D75821343A,CF0615B0808,2015-06-16,Turbidity,4.66,=,N.T.U.,EPA 180.1 (Field) [D-2]*,1 Meters,NA,NA,37.969368,-121.57222
